Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Anna,64433.30128911245,52500,50400.0,a Bachelor's degree,high,low,50182.448035489586,48599.01989619815,closed,2590027
Josh,32948.00475652547,53000,50400.0,a Master's degree,low,medium,50182.448035489586,52097.386177596716,closed,2590027
Sabrina,65260.235006584095,52000,50400.0,high school,high,medium,50182.448035489586,48507.13837203464,closed,2590027
Marc,60586.82195213728,52500,50400.0,high school,high,medium,50182.448035489586,49026.4064891954,closed,2590027
Camilla,25062.803924766973,31350,36000.0,a Bachelor's degree,low,low,50182.448035489586,52973.51960334766,closed,2590027
Max,71811.15090141726,55000,70559.99999999999,a Master's degree,high,medium,50182.448035489586,47779.25882816429,closed,2590027
Caroline,40649.72800011317,55000,36000.0,a Bachelor's degree,low,low,50182.448035489586,51241.63915053141,closed,2590027
Arnault,56943.69837350811,51500,67200.0,a PhD,high,low,63142.71488221085,63831.49449428894,closed,9988660
Roberta,78157.9202534038,62000,60480.0,a Bachelor's degree,high,medium,63142.71488221085,61474.358729856074,closed,9988660
Andreas,57542.30611052831,57500,58799.99999999999,a Master's degree,low,high,63142.71488221085,63764.982523508916,closed,9988660
Anna,38989.65150308169,51000,60480.0,a Bachelor's degree,high,medium,63142.71488221085,65826.38859100298,closed,9988660
Josh,56362.62758860679,48000,48000.0,a PhD,low,low,63142.71488221085,63896.057914833524,closed,9988660
Sabrina,78056.60866753067,77000,58799.99999999999,high school,high,high,63142.71488221085,61485.615572730865,closed,9988660
Marc,48285.952069845,50700,50400.0,high school,medium,high,63142.71488221085,64793.46630580705,closed,9988660
Camilla,93557.5034238243,46750,94080.0,a PhD,high,high,63142.71488221085,59763.29393314269,closed,9988660
Max,72299.64265863082,"$53,900",58799.99999999999,a Master's degree,low,high,63142.71488221085,62125.27846260863,closed,9988660
Caroline,51231.23817314893,55377,60480.0,a Master's degree,medium,medium,63142.71488221085,64466.21229432884,closed,9988660
Arnault,44615.4452640759,48000,50400.0,a Bachelor's degree,high,low,56325.58228232085,57626.708617681405,closed,88179
Roberta,56430.180497348374,56,50400.0,a Bachelor's degree,high,low,56325.58228232085,56313.96025842891,closed,88179
Andreas,44931.36065733421,50100,50400.0,high school,high,medium,56325.58228232085,57591.606907319365,closed,88179
Anna,49764.70401675653,53382,58799.99999999999,a Master's degree,low,high,56325.58228232085,57054.56875627245,closed,88179
Josh,64676.857040080366,56000,58799.99999999999,a Master's degree,high,low,56325.58228232085,55397.662864792015,closed,88179
Sabrina,101666.06742740123,55000,70560.0,a Master's degree,medium,high,56325.58228232085,51287.75059953415,closed,88179
Marc,61969.019408102926,51920,51840.0,a Bachelor's degree,medium,medium,56325.58228232085,55698.53371278951,closed,88179
Camilla,40823.98496067991,50000,42000.0,a Master's degree,low,low,56325.58228232085,58047.981984725404,closed,88179
Max,67023.33246653226,58950,67200.0,a PhD,low,high,56325.58228232085,55136.94337296403,closed,88179
Caroline,31354.871084896822,34000,36000.0,high school,low,medium,56325.58228232085,59100.105748701295,closed,88179
Arnault,37202.06555914174,52000,50400.0,a Bachelor's degree,high,low,60722.753754220066,63336.16355367322,closed,15595
Roberta,40477.40722785495,51000,50400.0,a Bachelor's degree,low,high,60722.753754220066,62972.23670159397,closed,15595
Andreas,78723.48424324283,52500,50400.0,a Master's degree,medium,low,60722.753754220066,58722.6725887731,closed,15595
Anna,74101.77405824927,52000,51840.0,a Bachelor's degree,medium,medium,60722.753754220066,59236.19594266126,closed,15595
Josh,42815.812646108374,63000,43200.0,a Bachelor's degree,low,medium,60722.753754220066,62712.41387734359,closed,15595
Sabrina,94389.86267722514,55000,70560.0,a Master's degree,medium,high,60722.753754220066,56981.96387388617,closed,15595
Marc,59420.99978231525,48000,43200.0,a Bachelor's degree,low,medium,60722.753754220066,60867.393084431715,closed,15595
Camilla,58252.35295223395,59000,50400.0,high school,high,medium,60722.753754220066,60997.24273221852,closed,15595
Max,82065.99945598634,70000,80640.0,a PhD,high,medium,60722.753754220066,58351.28200957937,closed,15595
Caroline,39777.778939842865,40500,36000.0,a Bachelor's degree,low,low,60722.753754220066,63049.973178039756,closed,15595
Arnault,57196.05278283548,60500,50400.0,a Bachelor's degree,low,high,55122.61539615509,54892.23346430171,closed,1881726
Roberta,37079.081107779006,40000,30000.0,high school,low,low,55122.61539615509,57127.45253930799,closed,1881726
Andreas,57307.31460822478,55000,69120.0,a PhD,medium,medium,55122.61539615509,54879.87103925846,closed,1881726
Anna,55024.708962336845,48000,42000.0,high school,low,high,55122.61539615509,55133.49388880157,closed,1881726
Josh,60482.230752310534,60210,60480.0,a Bachelor's degree,high,medium,55122.61539615509,54527.102578804486,closed,1881726
Sabrina,45202.931866494255,53000,43200.0,a Bachelor's degree,medium,low,55122.61539615509,56224.8024550063,closed,1881726
Marc,38984.9080034474,4400,42000.0,high school,high,low,55122.61539615509,56915.69399534483,closed,1881726
Camilla,95945.60075822657,55000,94080.0,a PhD,high,high,55122.61539615509,50586.7281337027,closed,1881726
Max,60811.39993191885,64000,43200.0,a Bachelor's degree,medium,low,55122.61539615509,54490.528225514674,closed,1881726
Caroline,43191.92518797719,43,43200.0,high school,medium,medium,55122.61539615509,56448.24764150819,closed,1881726
Arnault,65209.0255156959,60000,80640.0,a PhD,high,medium,52720.63552375219,51333.03663575844,closed,30548
Roberta,75796.68510677844,54080,60480.0,a Bachelor's degree,high,medium,52720.63552375219,50156.63001452705,closed,30548
Andreas,50319.69720904785,51250,42000.0,high school,high,low,52720.63552375219,52987.40644760823,closed,30548
Anna,67445.476437061,66950,67200.0,a PhD,low,high,52720.63552375219,51084.54208894011,closed,30548
Josh,29641.034942380065,29641,42000.0,high school,high,low,52720.63552375219,55285.0355883491,closed,30548
Sabrina,50256.87453781618,48000,51840.0,a Bachelor's degree,medium,medium,52720.63552375219,52994.38674441175,closed,30548
Marc,48905.793904218044,52780,50400.0,high school,high,medium,52720.63552375219,53144.50681481154,closed,30548
Camilla,44033.77700944633,58000,50400.0,a Bachelor's degree,low,high,52720.63552375219,53685.84202534173,closed,30548
Max,44399.06527200393,52000,36000.0,high school,medium,low,52720.63552375219,53645.25444061311,closed,30548
Caroline,51198.92530307413,51000,50400.0,a Master's degree,medium,low,52720.63552375219,52889.71443716087,closed,30548
Arnault,30567.716327378148,52500,30000.0,high school,low,low,57260.09204962471,60225.91157431877,closed,980902
Roberta,30449.065869641527,52500,42000.0,high school,low,high,57260.09204962471,60239.094958511734,closed,980902
Andreas,48170.537149976284,60000,57600.0,a PhD,medium,low,57260.09204962471,58270.0425940301,closed,980902
Anna,78783.28295317455,52000,82319.99999999999,a Master's degree,high,high,57260.09204962471,54868.62639367473,closed,980902
Josh,72839.05520010511,53600,70559.99999999999,a Master's degree,high,medium,57260.09204962471,55529.09614401578,closed,980902
Sabrina,88913.11528952008,65000,82319.99999999999,a Master's degree,high,high,57260.09204962471,53743.08946741412,closed,980902
Marc,65355.12693090889,60000,67200.0,a PhD,low,high,57260.09204962471,56360.64372948203,closed,980902
Camilla,46357.02318165519,48700,50400.0,high school,medium,high,57260.09204962471,58471.54414606577,closed,980902
Max,62046.82499839861,61650,60479.99999999999,a Bachelor's degree,medium,high,57260.09204962471,56728.232833094284,closed,980902
Caroline,49119.17259548873,56000,50400.0,a Bachelor's degree,low,high,57260.09204962471,58164.63865563982,closed,980902
Arnault,71408.46975261162,65000,94080.0,a PhD,high,high,56824.80631976201,55204.399271667615,closed,9697406
Roberta,67379.38503754613,58000,58799.99999999999,a Master's degree,high,low,56824.80631976201,55652.075351119325,closed,9697406
Andreas,47949.83624827303,47000,43200.0,high school,medium,medium,56824.80631976201,57810.91410548301,closed,9697406
Anna,77587.57631419833,55000,57600.0,a PhD,low,medium,56824.80631976201,54517.83187593575,closed,9697406
Josh,53885.976561118165,53000,57600.0,a PhD,medium,low,56824.80631976201,57151.34295961133,closed,9697406
Sabrina,39318.688661387394,43000,43200.0,a Bachelor's degree,low,medium,56824.80631976201,58769.930504025855,closed,9697406
Marc,38907.27082620438,43000,50400.0,high school,high,medium,56824.80631976201,58815.643596823975,closed,9697406
Camilla,81200.06990308133,56650,80640.0,a PhD,high,medium,56824.80631976201,54116.443699393196,closed,9697406
Max,30568.360806567485,35000,36000.0,high school,medium,low,56824.80631976201,59742.189154561405,closed,9697406
Caroline,60042.42908663217,55000,50400.0,a Master's degree,low,medium,56824.80631976201,56467.29267899866,closed,9697406
Arnault,60892.80717511012,60000,70560.0,a Bachelor's degree,high,high,54949.97024218008,54289.65502741008,closed,47071
Roberta,50977.01789417897,61050,60480.0,a Bachelor's degree,high,medium,54949.97024218008,55391.40939195798,closed,47071
Andreas,60893.855759897044,48000,50400.0,high school,medium,high,54949.97024218008,54289.538517989306,closed,47071
Anna,32950.5829321727,38500,50400.0,a Bachelor's degree,high,low,54949.97024218008,57394.34660995868,closed,47071
Josh,53987.04629406513,55000,60480.0,a Master's degree,medium,medium,54949.97024218008,55056.96179197063,closed,47071
Sabrina,80563.14761238234,50000,67200.0,a PhD,high,low,54949.97024218008,52104.06164549095,closed,47071
Marc,48093.31975445671,47000,42000.0,a Master's degree,low,low,54949.97024218008,55711.82029637157,closed,47071
Camilla,69064.35025617354,47250,70559.99999999999,a Master's degree,high,medium,54949.97024218008,53381.70579618081,closed,47071
Max,27469.49379421537,40000,30000.0,high school,low,low,54949.97024218008,58003.35651417616,closed,47071
Caroline,64608.080949148934,58000,58799.99999999999,a Master's degree,high,low,54949.97024218008,53876.84683029466,closed,47071
Arnault,47259.15353856952,51250,48000.0,a PhD,low,low,54503.854486428514,55308.82125841285,closed,8513325
Roberta,66368.5254670318,67500,57600.0,a PhD,medium,low,54503.854486428514,53185.55771080593,closed,8513325
Andreas,34916.99217495383,56500,48000.0,a PhD,low,low,54503.854486428514,56680.17252103682,closed,8513325
Anna,34044.777513458714,57000,30000.0,high school,low,low,54503.854486428514,56777.085261202934,closed,8513325
Josh,73589.64801618941,69000,69120.0,a PhD,medium,medium,54503.854486428514,52383.21076089953,closed,8513325
Sabrina,47820.87296929274,57000,70560.0,a Master's degree,medium,high,54503.854486428514,55246.40798833249,closed,8513325
Marc,41938.55321587433,53000,42000.0,high school,high,low,54503.854486428514,55899.99907204564,closed,8513325
Camilla,103229.07246430899,82160,82319.99999999999,a Master's degree,high,high,54503.854486428514,49089.94137777513,closed,8513325
Max,38358.28252396952,43000,42000.0,a Master's degree,low,low,54503.854486428514,56297.806926701734,closed,8513325
Caroline,57512.666980636226,58000,70559.99999999999,a Master's degree,high,medium,54503.854486428514,54169.5419870721,closed,8513325
Arnault,54139.6180140514,50100,50400.0,a Master's degree,low,medium,61597.0223275395,62425.62280681596,closed,2353641
Roberta,36622.42040281142,40000,42000.0,high school,high,low,61597.0223275395,64371.97809695374,closed,2353641
Andreas,71257.30066171387,53000,57600.0,a PhD,low,medium,61597.0223275395,60523.658068186785,closed,2353641
Anna,64799.78450728737,57000,67200.0,a PhD,high,low,61597.0223275395,61241.15986312307,closed,2353641
Josh,78662.8698023631,55000,70560.0,a Master's degree,medium,high,61597.0223275395,59700.8170525591,closed,2353641
Sabrina,54870.30083913079,57500,60480.0,a Bachelor's degree,high,medium,61597.0223275395,62344.43582625158,closed,2353641
Marc,61742.228552397835,65000,94080.0,a PhD,high,high,61597.0223275395,61580.88830255524,closed,2353641
Camilla,49255.27073262188,56000,50400.0,a Bachelor's degree,low,high,61597.0223275395,62968.32806030812,closed,2353641
Max,84697.99411198821,86000,69120.0,a PhD,medium,medium,61597.0223275395,59030.24768482297,closed,2353641
Caroline,59922.43565102906,60000,70560.0,a Master's degree,medium,high,61597.0223275395,61783.087513818435,closed,2353641
Arnault,59133.723673967266,57000,42000.0,a Master's degree,low,low,52900.70127703162,52208.14323292766,closed,798762
Roberta,53916.93836734349,51500,80640.0,a PhD,high,medium,52900.70127703162,52787.786044774744,closed,798762
Andreas,41329.423103791225,50400,50400.0,high school,medium,high,52900.70127703162,54186.398851836115,closed,798762
Anna,47320.47181404544,51500,50400.0,high school,medium,high,52900.70127703162,53520.72677291898,closed,798762
Josh,72850.36827427214,79000,80640.0,a PhD,medium,high,52900.70127703162,50684.07161067156,closed,798762
Sabrina,37623.52062062892,37500,36000.0,high school,low,medium,52900.70127703162,54598.1657944097,closed,798762
Marc,77393.80690034712,81500,80640.0,a PhD,high,medium,52900.70127703162,50179.24509666323,closed,798762
Camilla,50825.24650468152,52500,50400.0,high school,high,medium,52900.70127703162,53131.307362848296,closed,798762
Max,41495.430060068735,47250,50400.0,high school,high,medium,52900.70127703162,54167.953634471945,closed,798762
Caroline,47118.08345117037,46500,42000.0,high school,low,high,52900.70127703162,53543.21436879398,closed,798762
Arnault,80146.73325013621,66040,69120.0,a PhD,medium,medium,59168.0858533239,56837.125031455864,closed,803526
Roberta,51514.88420348676,51375,50400.0,a Master's degree,low,medium,59168.0858533239,60018.44159219469,closed,803526
Andreas,40121.411857641986,58200,58799.99999999999,a Master's degree,low,high,59168.0858533239,61284.38296395522,closed,803526
Anna,83188.37945242996,45300,57600.0,a PhD,low,medium,59168.0858533239,56499.16434231211,closed,803526
Josh,41537.24700590362,56000,57600.0,a PhD,low,medium,59168.0858533239,61127.06794748171,closed,803526
Sabrina,31286.0042329684,34000,36000.0,high school,medium,low,59168.0858533239,62266.09492225228,closed,803526
Marc,71924.33116330387,54000,70560.0,a Master's degree,medium,high,59168.0858533239,57750.72526332612,closed,803526
Camilla,57101.46039863742,54020,50400.0,a Master's degree,medium,low,59168.0858533239,59397.710903844614,closed,803526
Max,80736.81437176431,83000,60479.99999999999,a Bachelor's degree,medium,high,59168.0858533239,56771.56046238608,closed,803526
Caroline,54123.59259696659,58,50400.0,high school,medium,high,59168.0858533239,59728.58510403027,closed,803526
Arnault,57410.15949924381,51500,48000.0,a PhD,low,low,55869.95031644342,55698.81596279893,closed,20356
Roberta,60834.83050984534,51750,51840.0,a Bachelor's degree,medium,medium,55869.95031644342,55318.29696162099,closed,20356
Andreas,56585.00231612905,52000,50400.0,a Bachelor's degree,high,low,55869.95031644342,55790.50009425613,closed,20356
Anna,65414.2572498602,54000,50400.0,high school,medium,high,55869.95031644342,54809.471768286,closed,20356
Josh,62423.29020736536,61000,58799.99999999999,high school,high,high,55869.95031644342,55141.80143967432,closed,20356
Sabrina,39887.00556211766,51500,43200.0,a Bachelor's degree,medium,low,55869.95031644342,57645.83306692406,closed,20356
Marc,56795.69108410804,56650,57600.0,a PhD,medium,low,55869.95031644342,55767.090231147355,closed,20356
Camilla,52302.538697432654,58200,60480.0,a Master's degree,medium,medium,55869.95031644342,56266.329385222394,closed,20356
Max,51732.32806205995,56000,50400.0,high school,high,medium,55869.95031644342,56329.68612248603,closed,20356
Caroline,55314.39997627211,51000,50400.0,high school,high,medium,55869.95031644342,55931.67813201801,closed,20356
Arnault,90213.0030513742,44000,82319.99999999999,a Master's degree,high,high,66094.84649151462,63415.05131819689,closed,85491
Roberta,86708.4692290281,82354,80640.0,a PhD,high,medium,66094.84649151462,63804.443965124236,closed,85491
Andreas,32820.96549431269,35000,36000.0,a Bachelor's degree,low,low,66094.84649151462,69791.94438009261,closed,85491
Anna,76142.72038545684,77000,80640.0,a PhD,high,medium,66094.84649151462,64978.41605885438,closed,85491
Josh,78142.57323653718,55000,80640.0,a PhD,high,medium,66094.84649151462,64756.21018651212,closed,85491
Sabrina,32470.148539972815,34093,48000.0,a PhD,low,low,66094.84649151462,69830.92404168594,closed,85491
Marc,75985.60336111265,65000,94080.0,a PhD,high,high,66094.84649151462,64995.87350600373,closed,85491
Camilla,56696.91674798492,52500,50400.0,high school,high,medium,66094.84649151462,67139.06090746236,closed,85491
Max,45667.58234052436,60000,50400.0,a Master's degree,low,medium,66094.84649151462,68364.54250829131,closed,85491
Caroline,86100.48252884236,53750,94080.0,a PhD,high,high,66094.84649151462,63871.99804292265,closed,85491
Arnault,59959.980329521146,52000,50400.0,high school,medium,high,61087.099242889395,61212.33467770809,closed,320886
Roberta,44078.478147884314,61200,50400.0,high school,high,medium,61087.099242889395,62976.946031223284,closed,320886
Andreas,41067.716873020334,44100,43200.0,a Bachelor's degree,low,medium,61087.099242889395,63311.47506176374,closed,320886
Anna,58749.93068772907,52000,51840.0,a Bachelor's degree,medium,medium,61087.099242889395,61346.78463790721,closed,320886
Josh,88801.29765730345,60,80640.0,a PhD,medium,high,61087.099242889395,58007.743863510055,closed,320886
Sabrina,70493.44949443224,54000,60480.0,a Master's degree,medium,medium,61087.099242889395,60041.94921494019,closed,320886
Marc,66504.18295680721,58200,57600.0,a PhD,medium,low,61087.099242889395,60485.20105245408,closed,320886
Camilla,69765.09186024529,72000,60480.0,a Bachelor's degree,high,medium,61087.099242889395,60122.87784096095,closed,320886
Max,71432.73469552584,70560,70559.99999999999,a Master's degree,high,medium,61087.099242889395,59937.584192596456,closed,320886
Caroline,40018.12972642509,53560,50400.0,high school,medium,high,61087.099242889395,63428.09585582987,closed,320886
Arnault,49110.525254922,50850,51840.0,a Bachelor's degree,medium,medium,53586.46458562922,54083.79117793003,closed,620899
Roberta,38189.18216692894,51000,50400.0,high school,medium,high,53586.46458562922,55297.27374326259,closed,620899
Andreas,63520.89371149282,68000,70560.0,a Master's degree,medium,high,53586.46458562922,52482.63912719993,closed,620899
Anna,31757.026738456338,35000,43200.0,high school,medium,medium,53586.46458562922,56011.957679759544,closed,620899
Josh,78739.57082295002,52500,58799.99999999999,a Master's degree,low,high,53586.46458562922,50791.675003704695,closed,620899
Sabrina,62147.68483745791,55000,67200.0,a PhD,high,low,53586.46458562922,52635.21789098159,closed,620899
Marc,38148.46950261439,53000,36000.0,high school,medium,low,53586.46458562922,55301.79737263087,closed,620899
Camilla,43957.0333873677,44000,42000.0,a Master's degree,low,low,53586.46458562922,54656.40138543605,closed,620899
Max,63575.31746943068,46500,36000.0,a Bachelor's degree,low,low,53586.46458562922,52476.592042984616,closed,620899
Caroline,66718.94196467144,63000,60479.99999999999,a Bachelor's degree,medium,high,53586.46458562922,52127.30043240231,closed,620899
Arnault,128290.46869720583,70000,94080.0,a PhD,high,high,59344.35142029768,51683.671722863444,closed,36650
Roberta,67650.49343991841,65000,67200.0,a PhD,low,high,59344.35142029768,58421.44675145094,closed,36650
Andreas,57994.14313300881,55000,58799.99999999999,a Master's degree,low,high,59344.35142029768,59494.37456332977,closed,36650
Anna,46951.25144448735,53500,48000.0,a PhD,low,low,59344.35142029768,60721.36252872105,closed,36650
Josh,47307.72560838334,57500,50400.0,a Master's degree,low,medium,59344.35142029768,60681.75428828817,closed,36650
Sabrina,51940.123589121366,48000,50400.0,high school,medium,high,59344.35142029768,60167.04340153949,closed,36650
Marc,60877.620218635166,70500,70560.0,a Bachelor's degree,high,high,59344.35142029768,59173.9882204824,closed,36650
Camilla,48492.50059035553,50100,51840.0,a Bachelor's degree,medium,medium,59344.35142029768,60550.11262362459,closed,36650
Max,47774.06372659976,45000,36000.0,high school,medium,low,59344.35142029768,60629.93894181967,closed,36650
Caroline,36165.12375526116,37000,30000.0,high school,low,low,59344.35142029768,61919.8211608573,closed,36650
Arnault,37340.16883584329,51500,36000.0,a Bachelor's degree,low,low,57841.350993743086,60119.26012239861,closed,9601038
Roberta,98234.75587858322,60000,70560.0,a Master's degree,medium,high,57841.350993743086,53353.194895427514,closed,9601038
Andreas,47678.73040388086,The salary they agreed on is 52000.,70559.99999999999,a Master's degree,high,medium,57841.350993743086,58970.531059283334,closed,9601038
Anna,60449.29634171979,The salary they agreed on is 50000.,50400.0,a Bachelor's degree,low,high,57841.350993743086,57551.57928841234,closed,9601038
Josh,59022.601867885336,63,48000.0,a PhD,low,low,57841.350993743086,57710.10089661617,closed,9601038
Sabrina,45094.26994342035,51000,50400.0,a Bachelor's degree,low,high,57841.350993743086,59257.69333266784,closed,9601038
Marc,62784.85575720962,63500,58799.99999999999,high school,high,high,57841.350993743086,57292.07268669125,closed,9601038
Camilla,44242.41778625753,48400,50400.0,a Bachelor's degree,high,low,57841.350993743086,59352.34357235258,closed,9601038
Max,65609.84820425506,52000,51840.0,a Bachelor's degree,medium,medium,57841.350993743086,56978.184637019534,closed,9601038
Caroline,57956.564918375756,59000,69120.0,a PhD,medium,medium,57841.350993743086,57828.54944656168,closed,9601038
Arnault,51363.91586952021,52500,50400.0,a Bachelor's degree,high,low,49425.34361322819,49209.94669586242,closed,55927292
Roberta,41353.290792034044,63000,43200.0,high school,medium,medium,49425.34361322819,50322.23837113866,closed,55927292
Andreas,53885.36266680758,54874,60480.0,a Bachelor's degree,high,medium,49425.34361322819,48929.785940608264,closed,55927292
Anna,53982.44238262461,57125,60480.0,a Master's degree,medium,medium,49425.34361322819,48918.999305517485,closed,55927292
Josh,64540.19203683213,60000,70560.0,a Master's degree,medium,high,49425.34361322819,47745.916010605535,closed,55927292
Sabrina,70915.4385358454,55000,80640.0,a PhD,high,medium,49425.34361322819,47037.55528849295,closed,55927292
Marc,35015.710413485634,53000,51840.0,a Bachelor's degree,medium,medium,49425.34361322819,51026.41396875514,closed,55927292
Camilla,45223.91493146387,50000,58799.99999999999,a Master's degree,low,high,49425.34361322819,49892.169022313115,closed,55927292
Max,35746.185115846805,52,43200.0,high school,medium,medium,49425.34361322819,50945.25011293724,closed,55927292
Caroline,42226.98338782164,58000,58799.99999999999,a Master's degree,high,low,49425.34361322819,50225.161416051145,closed,55927292
Arnault,52395.88813638536,47000,58799.99999999999,a Master's degree,high,low,63039.297988039674,64221.89908266793,closed,39399
Roberta,46529.22932393224,48272,42000.0,a Master's degree,low,low,63039.297988039674,64873.75006182939,closed,39399
Andreas,53556.573326103324,53000,42000.0,a Master's degree,low,low,63039.297988039674,64092.93406158817,closed,39399
Anna,75368.95714121016,55000,50400.0,a Master's degree,medium,low,63039.297988039674,61669.33585990962,closed,39399
Josh,79527.98869908357,61725,80640.0,a PhD,high,medium,63039.297988039674,61207.221242368134,closed,39399
Sabrina,49538.63235373771,55000,60480.0,a Bachelor's degree,high,medium,63039.297988039674,64539.37194740656,closed,39399
Marc,47386.35855004857,57000,50400.0,a Master's degree,low,medium,63039.297988039674,64778.5134811498,closed,39399
Camilla,104442.6997185854,48500,94080.0,a PhD,high,high,63039.297988039674,58438.92001797904,closed,39399
Max,55728.58167674189,55000,58799.99999999999,a Master's degree,low,high,63039.297988039674,63851.599800406104,closed,39399
Caroline,65918.0709545685,52250,69120.0,a PhD,medium,medium,63039.297988039674,62719.434325092036,closed,39399
Arnault,75575.26406830383,61800,60479.99999999999,a Bachelor's degree,medium,high,59489.49240982132,57702.18444776771,closed,224481
Roberta,60876.865193441736,54080,58799.99999999999,a Master's degree,low,high,59489.49240982132,59335.33987830794,closed,224481
Andreas,40831.17408998831,48500,43200.0,high school,medium,medium,59489.49240982132,61562.638889802765,closed,224481
Anna,67454.35056689657,47000,50400.0,a Master's degree,low,medium,59489.49240982132,58604.50817014629,closed,224481
Josh,60255.47486363793,58500,58799.99999999999,a Master's degree,high,low,59489.49240982132,59404.38324828614,closed,224481
Sabrina,33717.304046832454,36500,43200.0,high school,medium,medium,59489.49240982132,62353.068894597855,closed,224481
Marc,90816.12234791619,82320,82319.99999999999,a Master's degree,high,high,59489.49240982132,56008.755750033,closed,224481
Camilla,56459.52981764548,52000,58799.99999999999,a Master's degree,low,high,59489.49240982132,59826.15492006308,closed,224481
Max,30381.512990781965,45000,36000.0,a Bachelor's degree,low,low,59489.49240982132,62723.71234527014,closed,224481
Caroline,78527.32611276876,65000,70560.0,a Bachelor's degree,high,high,59489.49240982132,57374.17755393827,closed,224481
Arnault,44321.82416773666,47000,48000.0,a PhD,low,low,62473.93730585419,64490.83876564502,closed,8843404
Roberta,79774.41016385579,65000,57600.0,a PhD,low,medium,62473.93730585419,60551.662543854014,closed,8843404
Andreas,49423.909297853665,55000,69120.0,a PhD,medium,medium,62473.93730585419,63923.940417854246,closed,8843404
Anna,42202.82738573825,48000,50400.0,a Master's degree,medium,low,62473.93730585419,64726.28285253374,closed,8843404
Josh,35102.70255581241,64000,43200.0,a Bachelor's degree,medium,low,62473.93730585419,65515.18561141439,closed,8843404
Sabrina,67641.66403718485,65000,80640.0,a PhD,high,medium,62473.93730585419,61899.745446817455,closed,8843404
Marc,85681.9666288743,54380,80640.0,a PhD,medium,high,62473.93730585419,59895.267381074176,closed,8843404
Camilla,59897.71100976572,52500,42000.0,a Master's degree,low,low,62473.93730585419,62760.18467208624,closed,8843404
Max,108861.13398089584,108000,70559.99999999999,a Master's degree,high,medium,62473.93730585419,57319.80434196067,closed,8843404
Caroline,51831.223830824354,56000,58799.99999999999,high school,high,high,62473.93730585419,63656.46102530195,closed,8843404
Arnault,47582.88958149633,67000,50400.0,high school,high,medium,61567.496786346215,63121.342031329536,closed,7753625
Roberta,56674.75016557453,57500,58799.99999999999,high school,high,high,61567.496786346215,62111.1352997653,closed,7753625
Andreas,69287.2215547658,46000,43200.0,a Bachelor's degree,low,medium,61567.496786346215,60709.74958985515,closed,7753625
Anna,70813.05254665682,48000,50400.0,a Master's degree,low,medium,61567.496786346215,60540.212812978374,closed,7753625
Josh,65777.38283293592,60000,58799.99999999999,a Master's degree,high,low,61567.496786346215,61099.73167005848,closed,7753625
Sabrina,34802.97268382774,50800,50400.0,high school,medium,high,61567.496786346215,64541.33279773716,closed,7753625
Marc,53871.76794648754,57000,57600.0,a PhD,low,medium,61567.496786346215,62422.577768552736,closed,7753625
Camilla,42778.46267336367,43520,43200.0,a Bachelor's degree,low,medium,61567.496786346215,63655.16724334428,closed,7753625
Max,83687.59970176748,55000,60479.99999999999,a Bachelor's degree,medium,high,61567.496786346215,59109.707573521635,closed,7753625
Caroline,90398.86817658636,92965,94080.0,a PhD,high,high,61567.496786346215,58364.01107631953,closed,7753625
Arnault,26420.22133782693,46000,36000.0,high school,medium,low,49375.42783957266,51926.00633976663,closed,9406076
Roberta,44251.0031553567,46000,42000.0,high school,high,low,49375.42783957266,49944.8083600411,closed,9406076
Andreas,41741.46302335117,44741,48000.0,a PhD,low,low,49375.42783957266,50223.64615248616,closed,9406076
Anna,55288.96421493137,66750,67200.0,a PhD,high,low,49375.42783957266,48718.36824231058,closed,9406076
Josh,85077.07410675824,62000,67200.0,a PhD,low,high,49375.42783957266,45408.57825432982,closed,9406076
Sabrina,64399.70022504924,67000,50400.0,a Bachelor's degree,high,low,49375.42783957266,47706.064241186374,closed,9406076
Marc,45566.75124025209,51,50400.0,a Master's degree,medium,low,49375.42783957266,49798.61412838605,closed,9406076
Camilla,31438.22691223941,57,36000.0,high school,low,medium,49375.42783957266,51368.45016483191,closed,9406076
Max,33976.740246304245,35250,36000.0,high school,medium,low,49375.42783957266,51086.39312771359,closed,9406076
Caroline,65594.13393365718,68873,50400.0,a Master's degree,low,medium,49375.42783957266,47573.34938467437,closed,9406076
Arnault,65194.01395537099,66000,67200.0,a PhD,low,high,55616.07418018357,54551.858649607195,closed,613480
Roberta,53994.58052149292,57500,60480.0,a Master's degree,medium,medium,55616.07418018357,55796.24014226031,closed,613480
Andreas,64199.12846936239,49000,51840.0,a Bachelor's degree,medium,medium,55616.07418018357,54662.401481385925,closed,613480
Anna,55831.796706727946,57250,48000.0,a PhD,low,low,55616.07418018357,55592.10501056753,closed,613480
Josh,70061.76276421633,71000,60479.99999999999,a Bachelor's degree,medium,high,55616.07418018357,54010.9976708466,closed,613480
Sabrina,42061.04928477409,43200,36000.0,a Bachelor's degree,low,low,55616.07418018357,57122.18805745129,closed,613480
Marc,60960.68086425269,57000,60480.0,a Master's degree,medium,medium,55616.07418018357,55022.22899306478,closed,613480
Camilla,52267.27681825489,52000,58799.99999999999,high school,high,high,55616.07418018357,55988.162775953424,closed,613480
